,id,created_at,text,u_id,u_name,u_created_at,u_description,u_followers_count,type,c_country,u_screen_name,u_friends_count,location.lon,location.lat,geometry,index_right,name,base_year,name_eng,code
5576141,607411853799636992,1433653245000.0,Salmon Rillettes at thebeastroseoul  #brunch #sundaybrunch #먹스타그램 #맛스타그램 #홍대맛집 #홍대 #친구데이트 #맛있어 #배불배불… https://t.co/W7obzRGoGt,190015411,AddictionToFashion,1284326382000.0,"French student & part-time Blogger, ELF. Love music, fashion, London, Korea, a good cup of tea, and her sister @Sun_nim  http://kstyleatf.blogspot.com",398,llp,KOR,AngieATFblog,675,126.923569,37.552591,POINT (126.923569 37.552591),210.0,서교동,2018,Seogyo-dong,1114066
5585967,610032284654305280,1434278005000.0,#합정역#합정맛집#홍대맛집#레드빅redbig#빙수#망고#망고빙수#추천 @ CAFE REDBIG https://t.co/U96ZvzSMLD,105181063,Nuol [뉴올],1263571672000.0,https://soundcloud.com/nuol,8803,llp,KOR,nuoliunce,177,126.91944699999999,37.55212,POINT (126.919447 37.55212),210.0,서교동,2018,Seogyo-dong,1114066
5586323,610016363701272576,1434274209000.0,"20150614
1日の終わりは
うどんに限る
美味いうどんじゃのー
#うどん#弘大#ホンデ#香川#讃岐うどん#우동#맛집#홍대#ThinGo#mate#CrazyMoon @ 가미우동 https://t.co/dUhxXimbJy",2566628004,Dr. Moon,1402730320000.0,"韓国に在住中の在日韓国人。from京都. 08年10月から武者修行しに渡韓！色んなバイトや通訳、翻訳、ガイド等やってます。留学生、旅行者連絡下さい。空港へのピックアップから住まいまで！ソウルの弘大を中心に美味しいカフェや韓国料理店！色々案内します！お気軽に. Rooster Ride, Seahorse Corps.",45,llp,KOR,XDRMOON,60,126.923978,37.55464,POINT (126.923978 37.55464),210.0,서교동,2018,Seogyo-dong,1114066
5587637,611864203956252672,1434714768000.0,중완이 추천으로 양갈비 맛집 (@ 一流 / 이치류 in 서울특별시) https://t.co/hdEchNZzhE,77278293,끄음 (이금모),1253903512000.0,"찍고 그리고 쓰고 맛보고 / 웃긴놈wish / 복근will!! / 기타ing, 피아노, 해금, 드럼 /  아직도 연대 박사ing / 한때 와락 키세스 끄음ed",3430,llp,KOR,geummo,3344,126.919021,37.550598,POINT (126.919021 37.550598),210.0,서교동,2018,Seogyo-dong,1114066
5590273,614636705493184512,1435375784000.0,"오늘은 브란치~!! .
.
.
#샌드박 #홍대 #홍대맛집 #브런치 #foodinstagram #foodstagram #먹방스타그램 #푸드스타그램 #먹스타그램 #맛집 #샌드위치… https://t.co/KiZZLoA4zl",190639287,Cheshire Cat,1284471244000.0,http://www.skyskc.net,398,llp,KOR,skyskc,525,126.926754,37.557765,POINT (126.926754 37.557765),210.0,서교동,2018,Seogyo-dong,1114066
5592195,613306507971698688,1435058640000.0,🍲 #샤브 #샤브샤브 #샤브선생 #이대 #맛스타그램 #먹스타그램 #먹방 #맛집 #일상 #데일리 #annaxkorea @ 샤브선생 https://t.co/SQ5SRK4CPz,111017354,ㅇㄴ,1265208355000.0,"•엘준쥬•你们•훈백•재범•태태•곰슬기•힙합•Qianxi•
홍대x이대",719,llp,KOR,annaxsu,325,126.933872,37.555626000000004,POINT (126.933872 37.555626),210.0,서교동,2018,Seogyo-dong,1114066
5592726,606469485176995841,1433428567000.0,"홍대 왔으면 무조건 들러야 하는거 알지👍🏻?!!ㅋㅋ
.
#초풍닭갈비 #닭갈비 #홍대맛집 #맛집 #치즈닭갈비 #홍대 #힙합닭갈비 #데일리 #daily #dailygram… https://t.co/j8IpsKFpMX",106995453,BOMBOM♩,1264062868000.0,"Hello- :^) Seoul, South Korea/ Western painting. Web designer. Web publisher.",100,llp,KOR,Spring___,53,126.919979,37.548738,POINT (126.919979 37.548738),210.0,서교동,2018,Seogyo-dong,1114066
5594158,611448590486106112,1434615678000.0,"#연남회관
와인+맥주+발사믹 으로 숙성시킨삼겹살에 파프리카 느타리 새송이 버섯을 올리고 치즈로 토핑 오븐에 구운 삼겹살 @ 연남회관 https://t.co/qUecjyviwG",927366444,mars,1352113220000.0,,52,llp,KOR,FloorgangzMars,50,126.925024,37.562844,POINT (126.925024 37.562844),214.0,연남동,2018,Yeonnam-dong,1114071
5594731,610313032892289024,1434344940000.0,#옛집 #홍대 #홍익대 #홍대입구 #고추장찌개 #집밥 #홍대맛집 #신촌 #연대 #연세대 #이대 #이화여대 #서강대 #맛집 #신촌맛집 #이대맛집 #존맛 #먹스타그램 #맛스타그램 #맛폴… https://t.co/9Rg7wL48PK,98369983,soonwook,1261399760000.0,,90,llp,KOR,unknownn_rhythm,123,126.931873,37.556379,POINT (126.931873 37.556379),210.0,서교동,2018,Seogyo-dong,1114066
5598730,615498255019978752,1435581194000.0,#먹스타그램 #맛스타 #맛집 #먹방 #하이미트 #좋은데이 #좋은데이레드 #과일소주 요즘 과일소주 먹는 맛에 음식을 먹고 다니는데 좋은데이 석류는 다른 과일소주와 다르게 알콜 냄새가… https://t.co/gpPvz4fwzI,212852418,이명규,1289113719000.0,살아간다는건 삶을 배워간다는 말,89,llp,KOR,leemk323,236,126.921828,37.555307,POINT (126.921828 37.555307),210.0,서교동,2018,Seogyo-dong,1114066
5601315,619358038483406848,1436501438000.0,#홍대맛집 #냉라면 #무라  뀨와니가 무라를 엄청좋아하는데 퇴근하고 가면 줄이 엄청나서 생각도 못한곳 그러나 무라2호점이 생겨 희망이 보인다.  어젠 무라에서 냉라면먹기 성공♥ @… https://t.co/6N1e2DyW02,240594941,꿀쑤니,1295512323000.0,"달달한 꿀쑤니 입니다. 
꿀쑤니의 달콤한세상 으로 놀러오세요!!",264,llp,KOR,baekyyen,287,126.920654,37.548764,POINT (126.920654 37.548764),210.0,서교동,2018,Seogyo-dong,1114066
5604739,623071497343602688,1437386795000.0,"20150720
病み上がりからのかつ鍋
韓国なのにかつ鍋
着てるのに着てないように見える。
#とにかく明るい安村
大丈夫着てますよ！
ゴチになりやした！！！

#かつ鍋
#韓国
#ソウル
#맛집
#히노… https://t.co/rFERpjTlB5",2566628004,Dr. Moon,1402730320000.0,"韓国に在住中の在日韓国人。from京都. 08年10月から武者修行しに渡韓！色んなバイトや通訳、翻訳、ガイド等やってます。留学生、旅行者連絡下さい。空港へのピックアップから住まいまで！ソウルの弘大を中心に美味しいカフェや韓国料理店！色々案内します！お気軽に. Rooster Ride, Seahorse Corps.",49,llp,KOR,XDRMOON,61,126.933322,37.554488,POINT (126.933322 37.554488),210.0,서교동,2018,Seogyo-dong,1114066
5605267,624114613320347648,1437635493000.0,401restaurant!! #401 #restaurant #레스토랑 #제주돼지 #미국산프리미엄소고기 #원조대구막창 #하하 #HaHa #홍대 #홍대맛집 #무한도전… https://t.co/J3BV5IVcWl,121067027,kim sang kyun,1268044093000.0,개미  홍대,3103,llp,KOR,nijunoaschool,66,126.920483,37.550807,POINT (126.920483 37.550807),210.0,서교동,2018,Seogyo-dong,1114066
5609459,619883730409234432,1436626772000.0,"#양꼬치 &amp; #칭따오 비오니까 생각나서 친구 납치해옴 ㅋㅋㅋㅋ 고맙다 훈주 ㅋㅋㅋㅋ #홍대 #심양 
#요리사 #토니오 #토니오레서피 #우리동네맛집 #우동맛 #토니가만난사람… https://t.co/c9ljYQCKHy",151745979,토니오,1275624928000.0,여러분이 바로 믿을랭가이더입니다.우리동네 미슐랭가이드 토니오의믿을랭가이드맛집사진올릴땐  #믿을랭가이드 #믿을랭가이더 #ㅇㅇㅇ  요렇게 올려주세요cheftonyoh ➡️tag ➡️ i'll go맛보러갑니다 follw me,932,llp,KOR,cheftonyo,86,126.92068,37.550445,POINT (126.92068 37.550445),210.0,서교동,2018,Seogyo-dong,1114066
5612215,616593874295881728,1435842410000.0,"사장님이 매일 직접 쓰신다는 메뉴. 한장이 아니라 테이블마다 전부. 괜찮은 일식주점 하나 알아감.

#홍대 #쵸쵸 #홍대쵸쵸 #메뉴 #메뉴판 #캘리그라피 #붓글씨 #홍대맛집 #맛집… https://t.co/kSpWUhtMSn",98369983,soonwook,1261399760000.0,,88,llp,KOR,unknownn_rhythm,123,126.92755600000001,37.555689,POINT (126.927556 37.555689),210.0,서교동,2018,Seogyo-dong,1114066
5613000,617307756777873408,1436012612000.0,"-
-
-

#식탐 맛따라길따라 
#seoul 
#홍대
#연남동 
#바다회사랑
#바다파스타 근처 
#맛집 
#막회 
#koreanstyle #koreanfood… https://t.co/PkoWr3duaB",403184709,the황지연,1320207241000.0,"2014롯데자이언츠 우승!
식탐 승승장구!!",29,llp,KOR,ssaiks2,109,126.92693600000001,37.562276000000004,POINT (126.926936 37.562276),214.0,연남동,2018,Yeonnam-dong,1114071
5613075,618627630246531072,1436327295000.0,".
여름은 역시 냉면이 정답

.
.
.
#보통날 #화원 #데일리 #동네맛집 #한홍커플 #한낮의데이트 #만두와환상궁합 #냉면 #일상 #회냉면 #맛스타그램… https://t.co/H7Gd6ws8Ch",49672991,유진,1245686818000.0,Traveling. 글쓰는 여행자. 보통날의 여행. 트래블그래퍼. 프리랜서. 푸코.  Taking pictures. Ukklele. Paintings. Going around famous restaurants. Movies. Buddhist. Pink. Vespa.,1207,llp,KOR,EujinnLoves,969,126.92139399999999,37.553313,POINT (126.921394 37.553313),210.0,서교동,2018,Seogyo-dong,1114066
5613723,617289485001326592,1436008256000.0,"치열한 전투 후 잔해들
#전국맛집_시리즈

#이러니_살이_안빠지지 #그래도_먹어야지_떡볶이 #그리고_배부름 #떡볶이 #즉석떡볶이 #박군네 #홍대 #홍대맛집 #냠냠 #맛스타그램… https://t.co/dL9FHjm6Zq",260692155,LeeSeeYong,1299239187000.0,,49,llp,KOR,dltldyd,196,126.92055800000001,37.548603,POINT (126.920558 37.548603),210.0,서교동,2018,Seogyo-dong,1114066
5615966,618790788256919552,1436366195000.0,"#신촌 #히노키공방 맛있다 ~~~^^ 따듯한 밥 한공기가 뚝딱!!! 
#요리사 #토니오 #토니오레서피 #우리동네맛집 #우동맛 #토니가만난사람  미슐렝가이드말고 #믿을랭가이드 #맛집… https://t.co/ZUKwQRWcyr",151745979,토니오,1275624928000.0,여러분이 바로 믿을랭가이더입니다.우리동네 미슐랭가이드 토니오의믿을랭가이드맛집사진올릴땐  #믿을랭가이드 #믿을랭가이더 #ㅇㅇㅇ  요렇게 올려주세요cheftonyoh ➡️tag ➡️ i'll go맛보러갑니다 follw me,932,llp,KOR,cheftonyo,86,126.933322,37.554488,POINT (126.933322 37.554488),210.0,서교동,2018,Seogyo-dong,1114066
5617726,621531096870744064,1437019535000.0,"골목 안 쪽 숨은 맛집
히노키공방 새우텐동^^* @ 히노키 공방 https://t.co/gfJt7z48Yx",110427196,더불어 나답게♥,1265033754000.0,"Brand Storytelling Company, BOMBARAM. Storytelling Book Contents Group, YIYAGI-NAMU. 브랜드 스토리텔링 컴퍼니 (주)봄바람, 출판사 '이야기나무' 대표^^*",2332,llp,KOR,KimSangA,1864,126.933322,37.554488,POINT (126.933322 37.554488),210.0,서교동,2018,Seogyo-dong,1114066
5619330,619883487798132736,1436626715000.0,"#양꼬치 &amp; #칭따오 비오니까 생각나서 친구 납치해옴 ㅋㅋㅋㅋ 고맙다 훈주 ㅋㅋㅋㅋ #홍대 #심양 
#요리사 #토니오 #토니오레서피 #우리동네맛집 #우동맛 #토니가만난사람… https://t.co/a9Y2yn6WBP",151745979,토니오,1275624928000.0,여러분이 바로 믿을랭가이더입니다.우리동네 미슐랭가이드 토니오의믿을랭가이드맛집사진올릴땐  #믿을랭가이드 #믿을랭가이더 #ㅇㅇㅇ  요렇게 올려주세요cheftonyoh ➡️tag ➡️ i'll go맛보러갑니다 follw me,932,llp,KOR,cheftonyo,86,126.92068,37.550445,POINT (126.92068 37.550445),210.0,서교동,2018,Seogyo-dong,1114066
5619452,618815640489578496,1436372120000.0,401restaurant!! #401 #restaurant #레스토랑 #제주돼지#usa 프라임급 소고기 #하하 #HaHa #홍대 #홍대맛집 #무한도전 #런닝맨 7월13일 월요일부터… https://t.co/LwD7Xf0cdx,121067027,kim sang kyun,1268044093000.0,개미  홍대,3111,llp,KOR,nijunoaschool,66,126.92046,37.550742,POINT (126.92046 37.550742),210.0,서교동,2018,Seogyo-dong,1114066
5620277,617692145844137984,1436104258000.0,#먹스타그램 #맛스타 #불칸 #먹방 #맛집 #함박 #스테이크 함박 스테이크를 먹기 위해 찾아 갔는데 먹느라고 함박 스테이크를 찍지 못했다 낭패다 맛은 있었지만 오후8시가 되기전… https://t.co/YMOAju28Lt,212852418,이명규,1289113719000.0,살아간다는건 삶을 배워간다는 말,90,llp,KOR,leemk323,236,126.92066299999999,37.552295,POINT (126.920663 37.552295),210.0,서교동,2018,Seogyo-dong,1114066
5623905,625989625002225664,1438082531000.0,#대만야시장 #연남동 #홍대맛집 #먹스타그램 @ 대만 야시장 https://t.co/BuaU8tZ1mi,136588719,Jo Seong Hoon,1272104663000.0,BEATRO 연출감독,78,llp,KOR,letsyes,130,126.92671899999999,37.562639000000004,POINT (126.926719 37.562639),214.0,연남동,2018,Yeonnam-dong,1114071
5626091,626972586526814208,1438316887000.0,401restaurant!! #401 #restaurant #레스토랑 #제주돼지 #미국산프리미엄소고기 #원조대구막창 #하하 #HaHa #홍대 #홍대맛집 #무한도전… https://t.co/NU7fY3qZhS,121067027,kim sang kyun,1268044093000.0,개미  홍대,3101,llp,KOR,nijunoaschool,66,126.92046,37.550742,POINT (126.92046 37.550742),210.0,서교동,2018,Seogyo-dong,1114066
5626117,627015168254476288,1438327040000.0,#파티준비중#늦으면 못봐#홍대맛집 #401레스토랑 @ 하하 401 레스토랑 https://t.co/b9mJ8yIy4O,121451847,Keunsik park,1268146663000.0,로꼬 콴~! 콴 자말 트블라스코~~!!,5897,llp,KOR,Quanjamal,132,126.920483,37.550807,POINT (126.920483 37.550807),210.0,서교동,2018,Seogyo-dong,1114066
5626175,626010148469886976,1438087424000.0,"#제이네살롱

#홍대맛집 최고 #홍대술집 #치킨맛집

#제이네치킨 짱 맛있당 ㅎㅎㅎㅎ

very_hj 잘먹었어요~~^^

#먹스타그램 #맛스타그램 #먹방투어 #홍대데이코스 #추천… https://t.co/dyqVrWwbGM",518468242,각사마(김현우),1331211481000.0,sns를 통해 서로 힘이 될수 있는 그런 세상을 만들어보아요^^,7840,llp,KOR,01023882135,8352,126.92096599999999,37.551939000000004,POINT (126.920966 37.551939),210.0,서교동,2018,Seogyo-dong,1114066
5627245,627075474401947648,1438341418000.0,#홍대 #맛집 #닭갈비 #홍대닭갈비 웨이팅 30분 한 보람이 있는 맛집. 다만 #면성애자 인 우리에게 가혹한 only 우동 사리만 존재. #먹스타그램 #맛스타그램 #korean… https://t.co/NNxP8J90lC,247350589,Sangmi Lee,1296836932000.0,"오만갖 TV 채널과 프로그램으로 달리는 덕후. 남들이 관심가지는 것들에 관심이 많음. 예지몽을 꾸고, 세상에 존재하는 모든 신을 믿씁니다. 먹방은 인스타그램으로.",454,llp,KOR,SangmiatPR,102,126.921701,37.553014000000005,POINT (126.921701 37.553014),210.0,서교동,2018,Seogyo-dong,1114066
5630096,633155488692207617,1439791006000.0,"여친친구들이랑 나 샤부샤부 레스토랑에어 먹었어!~  #친구 #샤부샤주 #맛집
Comida con muy buena compañía! 😆 #ShabuShabu #Restaurante… https://t.co/b36zFVjKVx",53213407,Alvaro Mijares 알바로,1246574680000.0,"20, 3º Geografía. Amo Corea del Sur. Libertario Minarquista. +Mercado -Estado. Hablo sobre lo que me place. Ateo. Antijapón. 대학생.나는 한국에 살고 싶다. 대한민국 만세!#SíAlTTIP",1312,llp,KOR,alvariteus,819,126.92271799999999,37.555209999999995,POINT (126.922718 37.55521),210.0,서교동,2018,Seogyo-dong,1114066
5632432,629641140845834240,1438953120000.0,맛집 발견!!! #숙성회 #회 #모둠회 #맛스타그램 #먹스타그램 #회스타그램 @ 홍대 와우 끝집 https://t.co/jBgvPQfiT2,394703682,영재컴 영훈,1319119526000.0,"영재컴 사장입니다. 조립PC 이외에 주변기기,소모품,서버까지 다 취급합니다. 용산 나진전자상가15동 1층 14호 02-716-5232 / 010-4757-5836",37,llp,KOR,jiyounghoon7557,32,126.93075400000001,37.555451,POINT (126.930754 37.555451),210.0,서교동,2018,Seogyo-dong,1114066
5632759,629562699203092480,1438934418000.0,"401restaurant!! #401 #restaurant #레스토랑 #제주돼지 #미국산프리미엄소고기 #원조대구막창 #하하 #HaHa #홍대 #홍대맛집 #무한도전 #런닝맨
야만!!… https://t.co/gReJiNPYpF",121067027,kim sang kyun,1268044093000.0,개미  홍대,3102,llp,KOR,nijunoaschool,66,126.920483,37.550807,POINT (126.920483 37.550807),210.0,서교동,2018,Seogyo-dong,1114066
5633890,632124825880928256,1439545277000.0,"충무김밥은 정말 고부가가치 메뉴다. 김과 밥을 내어주면 반값도 못받을텐데. 가난한 이들의 지상낙원 서교밥집에서 시켜봄.

#서교밥집 #홍대맛집 #홍대 #밥집 #식당 #홍대식당… https://t.co/fqTeXVxsiZ",98369983,soonwook,1261399760000.0,,94,llp,KOR,unknownn_rhythm,122,126.916225,37.55435,POINT (126.916225 37.55435),210.0,서교동,2018,Seogyo-dong,1114066
5635204,630773615760384000,1439223123000.0,#carta19 #신상맛집 인듯?? 생긴지 얼마 안돼서인지 북적이지 않아서 좋았다(조망간 많아질듯) 인테리어가 완전완전 #예쁘다 사장님도 직원들도 친절하셨다💘… https://t.co/kh9E6Zr1WD,610982363,남혜림,1339954415000.0,,11,llp,KOR,solidbaba,28,126.92303500000001,37.561882000000004,POINT (126.923035 37.561882),214.0,연남동,2018,Yeonnam-dong,1114071
5635362,631700329965355008,1439444069000.0,점심 @툭툭 #점심 #연남동 #연남동맛집 #태국음식 #툭툭 #tuktuk @ 툭툭누들타이 https://t.co/eKh02Th7J8,164438078,'Billy' 한동훈,1278626321000.0,Donkey Taco 주인장 / Lifestyle Coordinator / Early Adopter / IT Specialist / INFINITI G37S / Speed Driving / 酒당 / May the force be with you,11090,llp,KOR,CaBoom911,12123,126.92726699999999,37.56211,POINT (126.927267 37.56211),214.0,연남동,2018,Yeonnam-dong,1114071
5635447,629162320464379904,1438838961000.0,"보기만해도 먹음직스러운 #니쿠우동

#고토히라우동 #rx100m3 #홍대맛집 #홍대 #인친 #맞팔 #먹스타그램 #우동 #일식 @ 고토히라우동 https://t.co/tBy1xTtON6",121070591,KIMKIJEONG,1268045083000.0,세상.. 어디든지 가보자라는 마인드를 가지고 여행을 다니는 꿈꾸는 여행자. 여행을 다니면서 즐거움을 얻고 새로운 정보를 알리고 많은 분들과 친해지고 싶어요~,1111,llp,KOR,dreamstraveler,1285,126.92908600000001,37.554959000000004,POINT (126.929086 37.554959),210.0,서교동,2018,Seogyo-dong,1114066
5635462,631073446542372864,1439294609000.0,"401restaurant!! #401 #restaurant #레스토랑 #제주돼지 #하하 #HaHa #동대문 #동대문맛집 #무한도전 #런닝맨
401레스토랑 동대문점 드디어… https://t.co/FhlBytGDpA",121067027,kim sang kyun,1268044093000.0,개미  홍대,3100,llp,KOR,nijunoaschool,66,126.92268100000001,37.554214,POINT (126.922681 37.554214),210.0,서교동,2018,Seogyo-dong,1114066
5637622,634748938608877569,1440170914000.0,#술집#와인#불금#홍대 @ 잘알지도못하면서 https://t.co/pz871i3Vwl,146101774,Renレン렌♛,1274371567000.0,90代香港人。speaks English Chinese Korean Japanese. BigBang뷮 T.O.P네 사랑입나다。 I'm a VIP n BAP babyz!,199,llp,KOR,renluvtop,358,126.92972900000001,37.55451,POINT (126.929729 37.55451),210.0,서교동,2018,Seogyo-dong,1114066
5640659,634959316399865856,1440221072000.0,해장점심 @그제미야 #그제미야 #연남동 #연남동맛집 #해장 #점심 @ 그제미야 https://t.co/PVlgVcYPHG,164438078,'Billy' 한동훈,1278626321000.0,Donkey Taco 주인장 / Lifestyle Coordinator / Early Adopter / IT Specialist / INFINITI G37S / Speed Driving / 酒당 / May the force be with you,11084,llp,KOR,CaBoom911,12116,126.92031200000001,37.558974,POINT (126.920312 37.558974),214.0,연남동,2018,Yeonnam-dong,1114071
5642385,636510840607346688,1440590984000.0,#etage #삼겹살스테이크 #신메뉴 #porksteak #흡입 #15분 #clear 👍👍#hongdae #홍대#에따지#이층집#맛있다#스테이크#맛집 @ Étage 이층집 https://t.co/PA51MAujwH,124402182,jessie lee,1268987478000.0,Edu Planner,365,llp,KOR,jessie9888,323,126.930783,37.554776000000004,POINT (126.930783 37.554776),210.0,서교동,2018,Seogyo-dong,1114066
5643196,637138550014783488,1440740642000.0,해장용 장어초밥 @그제미야 #해장 #점심 #장어초밥 #그제미야 #연남동 #맛집 #연남동맛집 #혼자놀기 @ 그제미야 https://t.co/X5loJuFStE,164438078,'Billy' 한동훈,1278626321000.0,Donkey Taco 주인장 / Lifestyle Coordinator / Early Adopter / IT Specialist / INFINITI G37S / Speed Driving / 酒당 / May the force be with you,11079,llp,KOR,CaBoom911,12108,126.92031200000001,37.558974,POINT (126.920312 37.558974),214.0,연남동,2018,Yeonnam-dong,1114071
5643922,636042713754935297,1440479374000.0,점심 @묘한술책 #점심 #묘한술책 #종로 #누상동 #맛집 (@ 묘한술책 - @alcoholbook in 서울특별시) https://t.co/kXMFJns8NV,164438078,'Billy' 한동훈,1278626321000.0,Donkey Taco 주인장 / Lifestyle Coordinator / Early Adopter / IT Specialist / INFINITI G37S / Speed Driving / 酒당 / May the force be with you,11077,llp,KOR,CaBoom911,12111,126.920202,37.548869,POINT (126.920202 37.548869),210.0,서교동,2018,Seogyo-dong,1114066
5643929,636134001154113536,1440501139000.0,"500원 추가해서 내가 직접 덮밥 골랐다. 랜덤은 위험하다.

#서교밥집 #홍대맛집 #서교동맛집 #연남맛집 #망원맛집 #합정맛집 #합정역 #홍대 #홍대입구 #착한식당 #맛집… https://t.co/2soSDqGBlZ",98369983,soonwook,1261399760000.0,,94,llp,KOR,unknownn_rhythm,122,126.916225,37.55435,POINT (126.916225 37.55435),210.0,서교동,2018,Seogyo-dong,1114066
5646779,631837057657241600,1439476668000.0,살살살~ 아 또야 ㅜㅜ #황타코 #하루만버티면휴가  #타코야끼 #홍대맛집 @ 황타코 https://t.co/lLWDCkTFkZ,255293550,Soo,1298254432000.0,공연/연극/뮤지컬/류정한/박은태/소주/연어/치느님/빵순이/부산사랑/알고보니고진교/나비처럼 가벼운 영혼의 술쟁이,269,llp,KOR,odoldodol,372,126.914895,37.557367,POINT (126.914895 37.557367),210.0,서교동,2018,Seogyo-dong,1114066
5648684,628213862848983040,1438612831000.0,"401restaurant!! #401 #restaurant #레스토랑 #제주돼지 #하하 #HaHa #동대문401 #동대문맛집 #무한도전 #런닝맨
#김제동 #힐링캠프 #톡투유 서래마을… https://t.co/1N8KZLovz1",121067027,kim sang kyun,1268044093000.0,개미  홍대,3100,llp,KOR,nijunoaschool,66,126.92268100000001,37.554214,POINT (126.922681 37.554214),210.0,서교동,2018,Seogyo-dong,1114066
5649280,628038576106831872,1438571039000.0,"오빠 미안해😔 그래도 서울까지 와줘서 고마워💓
우리 사이좋게지내요~🙆🏻おっぱ、ごめんねと、ありがとう💓これからは仲良くしようね！2015.08.02 #홍대맛집 #어글리스토브 #홍대… https://t.co/6H2dpVOsye",218696467,yunim✊✌✋,1290474526000.0,나만의 일상 대체 불가능.,3217,llp,KOR,xoxo12yu,196,126.922849,37.554173999999996,POINT (126.922849 37.554174),210.0,서교동,2018,Seogyo-dong,1114066
5651906,627426974030557185,1438425222000.0,401restaurant!! #401 #restaurant #레스토랑 #제주돼지 #미국산프리미엄소고기 #원조대구막창 #하하 #HaHa #홍대 #홍대맛집 #무한도전… https://t.co/aZz8TIMNYA,121067027,kim sang kyun,1268044093000.0,개미  홍대,3103,llp,KOR,nijunoaschool,66,126.920483,37.550807,POINT (126.920483 37.550807),210.0,서교동,2018,Seogyo-dong,1114066
5654097,635450838945804288,1440338260000.0,"401restaurant!! #401 #restaurant #레스토랑 #제주돼지 #미국산프리미엄소고기 #원조대구막창 #하하 #HaHa #홍대 #홍대맛집 #무한도전 #런닝맨

사랑하는… https://t.co/Kyh1mY6uPD",121067027,kim sang kyun,1268044093000.0,개미  홍대,3103,llp,KOR,nijunoaschool,66,126.92046,37.550742,POINT (126.92046 37.550742),210.0,서교동,2018,Seogyo-dong,1114066
5654161,634668198588100608,1440151664000.0,여자는 기본적으로 항상 맛집을 생각한다 잘생긴밥집 갈비찜 먹는중 ㅋㅋ http://t.co/KELBBKZMLZ,180869192,Sooah Lee(이수아),1282327770000.0,홍대인근서식 기자 커피음악영화고양이산채ㄱ,311,llp,KOR,mysooah,126,126.92079199999999,37.554832,POINT (126.920792 37.554832),210.0,서교동,2018,Seogyo-dong,1114066
5654744,638242683702652928,1441003888000.0,오늘 저녁 양고기 훠궈~ 새우완자 샤릉해~~~😻😻 녹두당면 ㅎㅎㅎ#오늘뭐먹지#홍대#홍대맛집#챠이웬#홍대챠이웬#배불러#녹두당면#먹스타그램#술스타그램 @ 홍대 챠이웬 https://t.co/O8wFuuB5Hq,161196629,HEEJOON KIM,1277880052000.0,,2,llp,KOR,threemabak,3,126.921578,37.550745,POINT (126.921578 37.550745),210.0,서교동,2018,Seogyo-dong,1114066
5656063,631350733422632960,1439360719000.0,#딸기빙수 #딸기조각케익 #연남동 #피오니 #연남동맛집 #🍓 빙수 진짜 맛있음!! #빙수얼음맛이장난이아니여 @ 연남동 피오니 https://t.co/pNZ2WB8cl3,566896886,hunny bang,1335759030000.0,,6,llp,KOR,bhyun20,12,126.9203,37.564458,POINT (126.9203 37.564458),214.0,연남동,2018,Yeonnam-dong,1114071
5658011,638212217578618880,1440996624000.0,장어덮밥 @그제미야 #점심 #장어덮밥 #그제미야 #연남동 #연남동맛집 @ 그제미야 https://t.co/svhk3bu9NK,164438078,'Billy' 한동훈,1278626321000.0,Donkey Taco 주인장 / Lifestyle Coordinator / Early Adopter / IT Specialist / INFINITI G37S / Speed Driving / 酒당 / May the force be with you,11075,llp,KOR,CaBoom911,12108,126.92031200000001,37.558974,POINT (126.920312 37.558974),214.0,연남동,2018,Yeonnam-dong,1114071
5658306,644733391070437376,1442551393000.0,"장어덮밥과 우동 @그제미야 #점심 #장어덮밥 #우동 #그제미야 #연남동 #연남동맛집 (@ 벤또와 사케 그제미야 in 마포구, 서울특별시) https://t.co/mOTkLiaWGZ http://t.co/EZi3P57xld",164438078,'Billy' 한동훈,1278626321000.0,Donkey Taco 주인장 / Early Adopter / IT Specialist / INFINITI G37S / Speed Driving / 酒당 / May the force be with you,11073,llp,KOR,CaBoom911,12113,126.91988400000001,37.559093,POINT (126.919884 37.559093),214.0,연남동,2018,Yeonnam-dong,1114071
5658813,641118881432662016,1441689627000.0,점심 @툭툭 #점심 #툭툭 #tuktuk #연남동 #연남동맛집 #혼자놀기 @ 툭툭누들타이 https://t.co/Qy6jxZGvC2,164438078,'Billy' 한동훈,1278626321000.0,Donkey Taco 주인장 / Early Adopter / IT Specialist / INFINITI G37S / Speed Driving / 酒당 / May the force be with you,11073,llp,KOR,CaBoom911,12107,126.927268,37.562114,POINT (126.927268 37.562114),214.0,연남동,2018,Yeonnam-dong,1114071
5662203,645985865181831168,1442850006000.0,신맛집!!!! 여기 집근처 있어는데 완전 맛있어 가격도 괜찮고 짱~ 다음에 같이 오신본 손!! 규가스 🐂🐂🐂🍖🍚 @ 홍대입구어딘가. https://t.co/2aONNvnIQi,173664210,Loki.laevatein,1280713546000.0,I'm Loki (Luke) student at 명지선문대학교(Myongji college) Seoul(서울) Korea (한국),142,llp,KOR,yojirooot,166,126.92513000000001,37.556102,POINT (126.92513 37.556102),210.0,서교동,2018,Seogyo-dong,1114066
